id,Target
7306708288,36563
7304661851,16459
7308975802,3410
7311495691,31375
7315149602,10041
7304711758,19079
7316461512,5794
7305435552,25072
7311513414,26617
7308214869,5550
7314097560,14505
7303606548,14844
7316330961,17432
7303218007,12044
7307391017,21198
7314952523,26880
7313110791,5890
7302275965,6100
7307011443,12277
7315410808,4337
7302212130,24134
7312290621,40885
7310361828,28553
7307301697,10122
7314627775,17242
7313800526,47514
7316212101,19580
7313618387,10448
7314676996,8031
7302125325,11308
7306907661,5900
7313093242,5016
7316760337,37911
7315124709,4284
7315388759,18231
7313349165,45377
7311509871,5137
7308882054,7202
7310936652,2635
7308825481,33052
7316253956,17826
7305737841,18594
7316094654,15327
7311919006,7106
7314521674,4757
7316743218,25016
7311679205,17813
7310990876,17988
7309536141,14198
7316925938,39695
7311560214,56854
7309820805,15610
7312675175,9268
7313994475,8585
7314715746,11488
7315277896,6362
7315839325,11709
7316413074,17475
7303142318,8349
7316582486,10291
7302765100,34502
7311658321,20290
7316924539,60898
7306646702,20189
7315022998,5591
7309729600,10070
7309400269,13326
7310864701,25667
7309850338,44766
7302734344,17369
7315366922,21609
7315383400,16188
7314088513,8942
7314456085,9429
7307642640,43732
7310952556,7127
7314963363,13227
7314444345,10915
7313802836,19685
7303668006,15933
7312477213,21815
7314856686,13942
7316671432,44461
7316013922,4025
7312039941,8747
7308207373,8568
7316198581,4340
7311950334,4817
7314744234,5294
7314437037,37485
7315271063,12086
7312929329,6937
7314746589,7248
7312493400,19059
7315142226,11668
7312564236,22495
7315373612,19786
7317026137,22166
7303600543,39151
7302666140,8123
7302604900,4983
7304389929,58297
7304327368,45765
7307254703,7687
7314898738,23629
7310888348,21856
7307317256,54292
7316335631,6311
7316741461,18158
7308274878,4423
7304223980,5411
7312741138,25921
7316497529,14709
7314006879,35419
7304555452,15711
7302599387,62348
7307867815,31124
7315719067,33847
7303299656,22845
7312765449,8391
7308958171,18468
7306934034,17126
7313990608,13913
7302170588,21517
7316707566,3944
7312266647,33737
7304183386,38113
7313738375,30267
7313268484,37580
7304220068,13085
7308672986,20887
7315385497,5624
7316156001,6397
7307529862,4285
7311648890,10323
7314759097,10219
7311383440,42409
7315305962,15396
7313459884,8519
7313227219,45473
7311038291,12202
7311797184,6266
7314347373,17182
7310907062,20463
7316680854,24180
7315433963,4399
7316261863,12823
7313874300,25957
7313452007,21453
7302191302,17398
7308393158,9166
7315393712,14258
7315046451,38980
7307866274,18018
7314322509,9008
7311824455,22776
7310403203,29318
7313819163,4469
7315258167,20021
7311874886,10695
7314635667,14490
7302608351,4942
7313609224,9811
7316823645,24840
7316242629,10207
7304752228,4853
7316888700,15850
7311668910,20706
7316983273,8023
7313311479,13092
7301766425,33936
7305785087,40124
7313702482,27732
7308707674,9551
7310902603,10036
7314892181,12524
7313776077,23840
7305686670,21485
7310902224,7600
7304862191,4885
7316428096,22109
7303647835,5347
7316762597,15544
7313554284,21430
7303655241,28043
7313478280,16934
7316758659,7320
7314934713,16665
7303688316,23799
7316758237,3277
7316297585,19639
7311003832,15121
7313435428,13872
7315023037,7598
7309801102,29341
7316514903,7307
7315296517,8131
7311566597,9805
7312802553,15780
7310818935,30933
7310821054,7077
7316411951,10236
7314319555,35178
7309337815,19946
7316428100,28061
7307664788,45231
7301959610,46864
7309781150,13569
7304682886,3842
7316585661,6336
7313934186,7094
7311603337,20550
7306202291,24161
7316715155,41025
7308398413,5828
7313132460,25378
7314936867,5868
7303503243,21022
7312790395,14585
7316951257,87075
7307363431,19498
7316545390,6125
7314063776,19060
7310648923,27643
7316365614,41940
7315491564,32843
7306329850,31090
7302612488,21324
7302174819,30311
7311594124,32076
7310639229,14199
7303797459,14544
7315537926,9420
7316028281,5332
7315736384,16269
7316635660,15747
7313658551,19294
7316087149,12801
7315356848,7064
7302242972,24019
7315972573,5959
7307916311,19132
7302273933,35718
7306790466,7151
7311498591,3689
7314941705,17449
7315514373,4992
7313333270,12606
7314675511,23861
7315533911,9173
7313248582,33133
7315082848,17658
7309258728,19823
7314518559,64718
7316554233,3606
7316800093,4178
7314951894,14890
7304763951,24207
7315451729,19108
7316437378,4880
7316383192,9811
7310924507,33217
7314263176,6423
7309552870,8118
7317005068,43683
7310113636,7531
7313000588,7097
7311026123,34822
7314530350,5298
7315911465,8405
7304651041,24681
7309190268,39885
7314552130,20846
7315816317,26460
7314403795,18227
7315546298,14812
7316905505,7468
7313140806,27556
7313628694,17331
7311116616,11503
7302070069,3574
7304584658,6381
7314358777,20232
7316716411,30250
7314332686,22325
7316658132,30346
7316706718,8495
7314670989,4231
7313716870,28486
7304621808,33058
7314191752,19279
7308026162,17882
7315646521,2918
7316182419,18700
7307447129,30659
7306119364,5825
7313084924,3155
7315696182,25952
7304211991,7942
7316469304,60517
7316284135,13680
7309542787,25763
7315218348,24653
7308288397,24444
7316070329,5927
7305693900,59283
7309477493,7555
7303569687,9875
7313963942,28796
7306494524,6663
7312874896,17397
7311429297,8428
7306626593,13948
7315460751,6592
7306397867,10993
7310329199,35220
7303256136,23511
7315025797,9655
7316701166,10336
7311443181,10354
7316170760,3726
7315604128,7258
7316802540,15249
7305674112,12873
7307622835,8786
7302411956,20556
7309160604,33247
7304700897,21687
7314885464,23511
7313960822,25398
7306560206,22340
7313691598,12956
7307698992,14963
7310013634,8218
7314952680,16656
7316261184,4316
7316382452,5491
7314993163,38242
7313064249,9512
7315765983,43218
7305391212,5419
7316854910,27494
7303838085,20976
7313492711,9758
7309721053,3306
7301733638,5359
7311188892,7119
7313743589,17266
7305637172,8485
7315448797,5733
7309756307,4638
7306868280,2749
7316978486,6873
7311960835,30986
7316654671,8577
7316998511,12312
7316137667,33893
7312202587,6614
7314448070,3293
7309325001,4395
7311494304,27182
7307565744,33965
7316905591,6729
7312969071,14578
7311044394,7676
7305874274,4306
7311747066,4578
7316145064,22762
7316044159,2210
7306115370,29941
7311490534,5128
7311461872,19843
7309882912,47018
7304417523,10412
7316585206,48058
7306206687,34601
7306857812,7664
7315871386,4613
7304456730,20205
7313755234,15224
7313217564,24899
7315747197,20995
7304165604,12877
7305919184,24639
7309533713,34749
7315183536,18303
7311281249,5172
7303203800,9596
7312407170,38746
7315302544,21207
7311348415,10544
7315812527,9856
7304816045,38944
7307850453,3532
7305437448,2268
7313668423,5167
7315073343,28175
7315454054,10292
7307523061,29966
7302615872,23916
7312748815,18642
7311865787,19014
7313048640,7773
7312434427,6628
7304042393,4010
7305675211,8418
7310281829,10606
7304641626,6017
7314087395,7100
7316264489,9086
7311614622,16085
7306730896,22005
7315920131,16384
7316215617,24623
7303266864,18626
7316360745,5939
7303096278,11848
7303276252,3792
7305845535,44774
7312611943,14947
7310742359,32243
7315052995,16915
7316907343,24632
7301694639,21678
7305646261,3406
7313029781,5588
7303776427,11564
7316315012,7911
7312842680,2470
7310480019,9793
7311722561,15406
7304604666,14537
7307285738,23068
7315001649,16177
7315507325,7162
7316704580,26023
7313267056,30033
7313659219,19294
7315787664,5943
7303094451,7170
7314378987,23018
7313916131,44080
7304121407,14014
7313396061,36066
7316946916,32074
7308206634,6204
7311509253,8180
7314775782,7667
7313678314,15703
7306187059,9288
7310200493,6180
7316411064,31076
7309550495,9693
7305138726,6621
7306644984,3556
7309334660,6109
7302746826,26181
7315078312,7519
7316419218,30841
7303715870,10043
7315488682,13389
7316511719,8169
7313042912,7128
7316200768,22832
7314542552,22761
7314480425,7988
7316218229,32573
7315403756,8340
7316362410,76644
7316107135,6301
7313933734,48697
7313898607,15440
7309828013,25839
7315543203,6051
7313339019,21184
7316856994,5410
7311473705,13414
7306663889,15956
7310535013,13810
7313357932,5686
7307643817,15499
7314917988,11051
7309989941,17054
7313363764,9587
7314737376,51853
7315010203,9381
7310396547,18358
7315132232,41511
7311960855,26500
7315150576,12699
7308802352,32416
7302615902,15386
7314488692,61719
7309053439,4880
7315161948,5351
7312383563,4756
7311619164,13712
7314081663,12063
7313649768,5360
7306272243,17788
7308307078,5157
7307413539,7449
7313771189,19477
7311306573,16994
7311795997,8240
7312466095,17457
7316287943,7303
7313319640,51813
7314903725,26456
7312000942,1921
7316838955,32451
7314862007,8683
7306907141,14434
7315601067,15019
7316010746,5099
7313694992,3513
7315467242,33302
7315527430,14994
7315593725,3022
7314392583,8731
7311930617,10427
7309733736,30977
7311837585,23065
7312818981,57327
7316130139,19621
7314537878,25670
7316796827,9524
7315360559,24018
7303303684,29406
7316691939,23863
7303773460,51918
7308237992,24859
7301745728,19598
7315738294,24840
7303792222,35068
7308587285,19577
7316229861,8927
7310033886,7496
7312607200,2913
7314005525,7936
7315722603,34016
7313398443,6862
7312981578,29094
7316755949,44325
7305771182,2640
7317000340,20231
7316802793,18370
7310797527,15512
7308624584,24020
7312437293,2971
7303402217,9087
7312421473,18857
7306580858,13459
7310229553,17492
7313364310,15068
7316849172,9290
7309906370,16504
7315142262,18413
7313810362,14842
7307938059,8663
7302855795,43562
7303018695,39266
7305588529,48203
7315330317,7255
7311421979,8683
7312712117,9712
7316982229,50004
7309902801,32327
7304196648,6621
7315489593,6485
7316870031,28200
7315205536,32773
7312143025,21731
7311933772,23654
7315438473,5109
7310855623,2627
7306752385,32574
7311756261,6157
7301778265,20189
7316568835,17722
7306405682,31114
7307846299,15526
7311571027,22331
7304651744,18760
7311186277,33629
7316357953,8734
7316908626,17758
7303338522,18243
7303985096,7045
7304773542,3691
7316143531,3716
7313944389,14665
7303057128,16600
7312119187,16219
7310892120,32767
7302099994,11303
7312894621,49547
7314526527,10087
7315723699,11331
7316160095,20612
7303628941,21132
7307469101,6707
7305406867,14262
7315302305,44497
7305808921,10034
7315254766,9196
7311022849,13711
7305181150,20966
7314605419,19277
7310173477,3743
7310209919,30033
7306695294,38584
7310538007,7001
7311312086,11491
7312919116,39310
7302030236,4580
7310316469,16977
7315052088,5471
7316862831,19623
7311319563,23753
7315911281,15678
7310140525,10410
7302681306,26424
7316125890,21696
7312342778,24439
7313767270,16583
7315162557,54796
7307955754,3899
7304522897,13920
7316275739,15121
7303655375,9524
7302282833,23712
7314351412,26804
7313350525,9162
7309197727,13646
7304493944,41611
7306157701,7304
7315308804,27158
7304356243,31992
7316783225,36883
7316964919,17617
7316182026,38552
7302820691,54115
7307743379,20833
7313597909,7122
7313818946,18822
7308218039,30885
7314124570,13034
7313386531,14823
7311269315,19743
7315495814,24240
7307049118,10008
7308590261,8462
7303763657,25152
7308720214,12562
7302572313,6136
7313921615,12029
7312994904,24780
7316055923,4607
7309999406,4497
7303048699,19197
7316436300,3920
7311854007,21420
7305883777,23794
7312334295,33593
7315821119,22991
7316844063,21474
7314338031,4910
7314569252,3692
7315642955,12799
7311770016,21856
7306172452,20653
7313406819,4612
7301594908,30414
7312497349,13261
7314231481,5164
7303830405,9924
7310005183,19997
7303087581,27420
7310584261,16139
7316216823,2471
7312354573,51643
7316535015,12396
7316962402,38409
7314875143,5530
7310276430,3119
7314933071,20127
7315312661,19826
7312870706,8144
7313917077,7095
7306265387,10831
7314916326,41802
7317014130,5092
7311853700,22276
7312819887,14782
7310750305,4986
7302912208,12023
7314692838,29233
7311569241,17668
7306701918,21811
7304703244,11891
7316194132,37822
7313809605,14842
7306245212,24090
7314408484,25267
7303755443,4733
7309356123,6746
7316569510,15878
7304131549,18146
7313454793,5672
7313740341,24663
7310261338,9335
7316939567,6243
7306205354,36118
7313629071,22514
7312735871,16871
7307830354,24266
7312744718,10988
7311032329,34112
7303037197,17666
7313737635,23420
7312766101,7989
7316834180,8333
7313967494,19354
7308848385,16723
7313364139,10983
7316933824,57336
7309614218,2682
7312838332,11386
7307084448,29909
7313799236,22129
7307547937,43655
7311084037,17034
7309854741,4668
7301636754,29471
7314508541,18632
7306095627,32419
7305601116,14591
7312364171,19828
7308751750,12835
7309990932,8456
7315391562,28284
7311007340,8623
7315529452,10774
7308132141,5796
7315457297,34786
7315136944,16290
7315444328,21387
7309150454,26940
7315589225,15082
7309400490,14663
7315218397,8604
7306115328,22897
7316076192,6648
7313594060,13478
7312896903,5668
7310273545,9191
7306320862,31422
7313432461,19956
7308085358,45788
7306846867,3800
7306705375,15284
7316206789,19346
7302035249,20847
7313900186,3257
7315326414,14179
7309351102,21921
7311339231,31881
7314945608,47636
7313013050,7821
7315029757,25126
7312625769,13558
7311698521,8034
7303656568,4218
7316520222,37126
7307361950,13579
7309683044,8452
7316004225,10861
7303015629,33504
7309156358,44051
7314735777,39911
7303091908,25518
7311030090,14779
7316576811,6504
7306150989,18633
7316361986,11974
7313503936,9688
7314900450,16364
7309813784,5313
7310878851,33801
7301615292,21762
7314063465,1650
7316567013,5026
7315112353,22603
7307582674,10571
7312777375,3900
7316114531,8806
7306141039,7490
7316502246,31691
7316218328,23897
7316464565,27037
7313746870,2741
7303595264,8700
7314774394,28917
7301850833,6286
7310504696,21449
7302751343,17405
7305640078,22406
7309808221,18654
7316346367,17515
7315806933,4965
7316522845,6611
7315022178,13689
7313740192,10677
7312917267,22427
7312006883,18244
7313870977,23147
7309037449,4868
7315054448,13973
7310092946,11739
7304162456,13095
7307534274,37047
7305611837,19535
7315472352,33260
7311838569,9208
7314635030,17242
7315884778,16855
7307154704,4668
7315296020,9010
7314026180,8883
7310805347,6548
7305024431,16017
7315001257,7904
7311009574,20525
7314642567,14471
7316444158,38012
7307050565,14224
7308202473,21015
7315982590,4686
7314398161,11876
7302579125,9384
7304680072,6277
7310553133,8681
7312284886,4950
7306378446,6025
7315488523,33551
7307156357,2664
7315531732,27068
7306934605,6088
7305532087,37770
7315909558,38935
7307024458,8383
7307324362,20780
7315377416,5379
7305880338,199528
7315374180,33371
7315322511,15816
7314820907,8624
7307676320,6628
7311921934,19338
7309696071,27765
7312792774,18882
7309887981,22446
7314965882,13301
7316301621,12493
7309187286,52871
7303773445,51918
7316074360,18180
7308072938,8687
7317048418,16478
7316474116,18139
7316755238,7104
7313110136,12970
7309473781,6187
7312278729,36342
7306906900,5809
7316250895,4686
7314123540,9133
7313794944,36799
7304231350,28260
7316003918,2232
7315756436,24450
7314439574,5345
7313308130,6096
7310917990,22526
7305176382,16219
7314617370,8413
7313994973,13226
7315008369,18308
7316453835,14690
7314624447,4066
7308173830,16557
7312291317,9194
7304474841,13167
7301766063,8747
7314004735,2859
7316542469,10282
7315234847,27825
7308260767,13247
7316368533,7600
7307041659,26623
7314515968,15748
7311325518,16918
7305814430,22677
7303598197,12601
7309723990,3333
7306751907,19515
7302524264,8859
7309037862,15599
7314125401,7210
7306891594,16475
7316901242,26702
7316506849,29678
7315057651,11984
7314473033,25651
7315152902,8377
7302131409,6754
7310856781,25476
7304606898,18144
7307738764,11420
7307067785,10595
7306625070,61937
7311881159,9126
7307964327,36170
7302915536,22625
7308468451,4275
7306924898,85892
7314728315,6517
7313463615,42649
7302230601,16561
7311023293,31440
7305761820,21606
7307555553,19559
7315350975,5853
7314344528,18075
7316331070,21703
7314268084,7664
7312028006,3315
7314567699,29186
7313413283,19198
7315784396,2730
7309486900,5826
7302205267,12405
7311873030,19451
7314356093,19559
7303280950,42385
7314748603,22644
7309956927,6474
7307366224,10802
7306218690,19998
7309333842,7827
7310333456,22680
7316734209,16613
7304256743,39639
7312758147,21271
7303642154,20196
7317039104,7784
7308344531,26501
7311368509,10923
7316514748,13169
7313691127,23497
7311322173,40234
7310784501,20415
7301720241,46365
7312860270,20247
7316883985,49063
7316735463,36503
7313047006,10572
7303067326,4470
7314155213,7439
7308207433,4350
7314731049,15541
7310045876,10617
7310383439,17355
7309942160,8178
7316810462,33264
7310766567,7467
7314103899,32634
7303262527,35334
7316188381,2649
7305644814,7507
7316451188,4603
7316759023,17817
7316089736,5003
7311847170,22436
7303144266,29192
7307912200,17701
7316554754,13093
7310622234,15455
7314465636,61543
7301633337,21338
7309537999,20117
7314825809,11057
7316061916,30351
7309914244,24748
7313345713,7293
7307212914,21467
7304992698,17805
7306107988,39307
7310609204,7559
7315330518,62281
7316946740,41277
7306685028,13429
7310663553,8639
7313341446,25307
7314934984,50941
7311305493,23851
7311872712,23272
7316164517,17015
7309210222,57517
7311985717,15259
7304642792,6808
7308921777,24806
7316455630,16712
7316718642,10290
7314712453,25657
7314903602,4254
7301813483,6944
7310305742,8739
7314522113,16324
7316362457,62250
7309233992,8484
7315691665,21398
7310146177,15768
7316856011,13583
7310708511,4972
7315587052,14252
7315682448,19681
7316687667,5386
7316763806,9250
7316811135,5164
7312266733,38732
7305666451,52690
7315894835,11241
7308075778,14523
7315203459,59118
7302528109,17901
7312788664,2503
7307701478,8802
7303300365,13828
7313499161,30762
7306194905,14658
7314142264,14686
7301696032,16852
7306448928,6230
7314445605,42474
7308016795,2534
7301630514,6661
7316218474,5532
7316270954,5200
7311344709,17114
7305438813,8830
7313973181,13012
7309334164,14700
7316227095,4675
7310336077,9157
7306208370,15208
7307882262,20457
7314542089,11985
7316207869,10325
7306238571,13998
7311822536,6908
7308802357,31474
7314829365,25074
7311178544,16046
7303153281,34641
7302068317,7140
7315129036,3635
7304072257,25926
7315759199,24284
7314268992,5191
7305269486,6405
7315693653,9711
7302005254,7076
7316702425,15615
7312618671,23611
7306245356,29285
7305174149,22622
7302746927,33780
7316944240,31014
7306109741,25547
7310523705,18804
7302491783,56361
7312936274,11972
7308802060,4804
7309957035,48412
7307945357,14090
7304700534,12726
7302320979,36626
7316767267,6144
7305370068,9607
7303636039,30873
7307067874,41113
7313056899,21830
7309045248,4070
7305644867,25367
7314906720,15142
7303698896,34227
7315668589,11986
7303177219,32772
7316706123,70869
7315432962,5959
7316877562,23235
7312313938,18425
7316439071,5166
7316704685,8411
7315182617,20232
7309355656,15582
7315924863,12561
7306208425,41899
7304859141,8181
7309917721,25859
7307793487,12866
7306209255,7361
7304293148,29428
7313821926,5623
7314671317,37100
7316969756,14660
7314780971,3513
7316181963,45369
7310980464,8913
7316355531,8415
7304823859,12822
7309896405,15475
7308342023,13391
7309504437,7463
7305861727,19470
7310188266,13626
7316857366,15997
7313824614,5620
7310971836,12576
7313435540,28734
7302850710,5911
7309217413,17678
7315283895,11473
7304049977,17756
7316886021,6174
7311480927,2546
7314588698,25890
7303135060,11488
7315353081,15230
7302536088,19832
7309882958,17449
7303302495,17522
7316109879,14410
7314477122,17358
7316200483,64175
7311063357,15448
7314595460,11273
7310359960,10388
7304783150,37061
7317012443,4736
7309281587,8712
7315129846,8737
7316032266,5808
7316801798,22740
7308064127,31951
7311626946,22410
7316722615,13421
7311073914,14051
7314949790,4942
7305762569,9382
7316098659,16073
7310694869,22737
7314479879,60568
7302491726,19465
7306615436,46566
7316663399,12309
7309868822,24557
7308543579,9407
7303890042,9845
7311723622,23059
7311100049,15999
7308010479,17284
7316441580,22812
7311144429,25972
7311694931,2687
7314472417,26906
7301898193,14806
7303095438,6321
7306942841,24584
7314186785,23742
7312926268,6034
7311764157,9132
7316493870,14164
7308213815,12558
7315068788,29744
7309527024,13104
7306348771,9359
7315993290,7726
7302024423,18014
7309812392,10739
7310721042,59117
7305808846,6950
7315389869,4101
7316124110,8101
7306515071,10493
7316205557,39638
7313327604,27384
7311450979,6655
7315190820,29103
7314955708,26166
7307663953,18989
7312682965,18315
7307300855,20725
7314489306,13429
7310739791,12163
7302312302,5883
7311883830,31628
7315272399,28500
7303572078,12966
7316489116,2079
7308009406,4710
7302771182,14406
7315822360,54888
7305070863,22689
7306205527,26251
7315082999,11264
7316298293,20290
7312286533,32831
7314882528,26077
7307193291,23782
7307529669,10284
7306263335,24686
7305839321,28281
7308094681,27580
7303907135,8058
7315285363,5319
7315348386,54861
7312106026,4676
7312852667,24541
7314993738,13157
7313325231,45564
7315569515,12229
7316813115,5160
7314496097,6960
7313445124,36047
7307694875,18462
7313561504,6732
7314887807,6964
7306444620,11166
7307366601,43383
7313088079,24064
7308755415,6713
7313771330,22727
7315586823,4395
7311756854,18791
7314814720,28389
7302299377,11990
7313967564,17598
7314096658,3837
7314521912,33497
7301639405,11688
7316150905,17794
7311555470,3956
7315964598,3259
7303749923,7971
7313828336,41869
7316589878,33594
7305192376,23269
7312945679,18845
7316263465,13693
7313946730,32403
7307916582,14662
7315342437,28452
7316753886,3216
7314033156,8101
7302957719,19352
7305243350,21166
7303823466,3356
7315765917,29103
7302177185,40055
7312751941,21928
7316271351,25250
7307846644,16335
7312006715,7160
7315591921,5586
7316652399,25919
7315460323,10684
7312369356,12310
7315807775,40443
7313080151,6473
7316272557,22017
7313376788,5162
7304223676,33600
7315294865,12200
7313324564,17354
7315247420,8257
7302770920,16840
7309533848,48039
7306608797,8932
7314765359,7321
7306087682,28562
7314489845,7231
7314627836,9294
7316134031,3752
7308278571,18249
7315367825,2836
7316171653,6361
7308463880,13032
7308090005,45842
7314656989,7353
7305673130,24628
7315372603,50055
7311150043,29226
7315106970,5540
7304236792,10862
7311022026,9134
7311465324,21176
7315464962,4960
7311875000,9196
7316527977,35231
7316470870,41793
7315228119,60887
7316289292,14261
7316930359,19822
7315569066,17356
7316349491,19237
7304473021,11397
7313125262,15697
7316772852,16045
7306905712,5359
7314873302,24696
7303701541,13882
7315931360,26859
7304691912,22215
7316263351,27568
7310813800,19705
7304716397,11054
7309117857,14162
7316588459,25235
7308393860,12022
7310608304,4455
7311105639,11963
7309154075,25842
7307191301,8975
7309825633,55469
7312821569,20753
7304473096,10752
7313401144,52294
7312576613,13484
7303795845,7533
7316814848,31379
7312605164,23041
7302786490,3243
7316945909,2032
